project_id,title,description,category,department,difficulty,required_skills,tech_stack,research_area,research_tags,avg_grade_given,times_selected
COS-DL-081,RoBERTa Robustly Optimized BERT Approach for Language Understanding,A project focused on roberta robustly optimized bert approach for language understanding,Transformer,Computer Science,Medium,"Python, PyTorch, Transformers, Hugging Face, NumPy","Transformers, Hugging Face, PyTorch, Python",Natural Language Processing,"deep learning, machine translation, python programming, roberta, robustly, sentiment analysis",3.36,5
COS-DL-082,T5 Text-to-Text Transfer Transformer Model for Unified NLP Tasks,A project focused on t5 text-to-text transfer transformer model for unified nlp tasks,Transformer,Computer Science,Medium,"Python, PyTorch, Transformers, Hugging Face, NumPy","PyTorch, NumPy, Transformers",Natural Language Processing,"deep learning, named entity recognition, python programming, text, text classification, transfer",3.09,7
COS-DL-083,XLNet Autoregressive Pre-trained Language Model for Contextual Understanding,A project focused on xlnet autoregressive pre-trained language model for contextual understanding,Transformer,Computer Science,Medium,"Python, PyTorch, Transformers, Hugging Face, NumPy","Hugging Face, Transformers, Python, NumPy, PyTorch",Natural Language Processing,"autoregressive, deep learning, information extraction, machine translation, python programming, question answering",3.52,5
COS-DL-084,ALBERT Parameter-Efficient Transformer Architecture for Scalable Learning,A project focused on albert parameter-efficient transformer architecture for scalable learning,Transformer,Computer Science,Medium,"Python, PyTorch, Transformers, Hugging Face, NumPy","NumPy, PyTorch, Hugging Face, Python, Transformers",Natural Language Processing,"albert, deep learning, named entity recognition, parameter, python programming, question answering",2.72,1
COS-DL-085,Performer Linear Attention Transformer Design for Efficient Processing,A project focused on performer linear attention transformer design for efficient processing,Transformer,Computer Science,Medium,"Python, PyTorch, Transformers, Hugging Face, NumPy","NumPy, Transformers, PyTorch, Python",Natural Language Processing,"deep learning, language modeling, linear, performer, python programming, question answering",3.15,5
COS-NLP-086,Sentiment Analysis System for Social Media Data Using Text Mining Techniques,A project focused on sentiment analysis system for social media data using text mining techniques,NLP-Text,Computer Science,Easy,"Python, NLTK, SpaCy, Scikit-learn, Pandas","Scikit-learn, Python, SpaCy, Pandas",Natural Language Processing,"natural language processing, nlp text, python programming, sentiment, social, speech processing",3.03,7
COS-NLP-087,Document Classification Framework Using Naive Bayes and Probabilistic Models,A project focused on document classification framework using naive bayes and probabilistic models,NLP-Text,Computer Science,Easy,"Python, NLTK, SpaCy, Scikit-learn, Pandas","Pandas, Python, SpaCy",Natural Language Processing,"classification, document, named entity recognition, natural language processing, nlp text, python programming",3.52,9
COS-NLP-088,Multi-Class Text Categorization with Support Vector Machines for Document Clustering,A project focused on multi-class text categorization with support vector machines for document clustering,NLP-Text,Computer Science,Medium,"Python, NLTK, SpaCy, Scikit-learn, Pandas","SpaCy, NLTK, Pandas, Scikit-learn",Natural Language Processing,"class, information extraction, multi, natural language processing, nlp text, python programming",2.93,8
COS-NLP-089,Aspect-Based Sentiment Analysis for Review Mining and Opinion Extraction,A project focused on aspect-based sentiment analysis for review mining and opinion extraction,NLP-Text,Computer Science,Medium,"Python, NLTK, SpaCy, Scikit-learn, Pandas","Python, NLTK, Scikit-learn, SpaCy, Pandas",Natural Language Processing,"aspect, dialogue systems, language modeling, natural language processing, nlp text, python programming",3.09,3
COS-NLP-090,Emotion Detection from Text Using Deep Learning and Neural Architectures,A project focused on emotion detection from text using deep learning and neural architectures,NLP-Text,Computer Science,Medium,"Python, NLTK, SpaCy, Scikit-learn, Pandas","SpaCy, Pandas, Python, NLTK",Natural Language Processing,"detection, dialogue systems, emotion, information extraction, natural language processing, nlp text",2.57,7
COS-NLP-091,Opinion Mining Framework for Feature Extraction in Sentiment Analysis,A project focused on opinion mining framework for feature extraction in sentiment analysis,NLP-Text,Computer Science,Medium,"Python, NLTK, SpaCy, Scikit-learn, Pandas","SpaCy, Scikit-learn, Pandas, NLTK, Python",Natural Language Processing,"mining, natural language processing, nlp text, opinion, python programming, question answering",3.71,3
COS-NLP-092,Subjectivity Analysis for Subjective Text Detection in Information Retrieval,A project focused on subjectivity analysis for subjective text detection in information retrieval,NLP-Text,Computer Science,Medium,"Python, NLTK, SpaCy, Scikit-learn, Pandas","Scikit-learn, Python, Pandas, SpaCy",Natural Language Processing,"named entity recognition, natural language processing, nlp text, python programming, question answering, subjective",3.03,10
COS-NLP-093,Stance Detection Model for Debate Analysis and Argument Mining,A project focused on stance detection model for debate analysis and argument mining,NLP-Text,Computer Science,Medium,"Python, NLTK, SpaCy, Scikit-learn, Pandas","Python, Scikit-learn, Pandas",Natural Language Processing,"detection, information extraction, named entity recognition, natural language processing, nlp text, python programming",3.04,5
COS-NLP-094,Toxicity Detection System for Content Moderation in Online Platforms,A project focused on toxicity detection system for content moderation in online platforms,NLP-Text,Computer Science,Medium,"Python, NLTK, SpaCy, Scikit-learn, Pandas","Scikit-learn, NLTK, Pandas, Python",Natural Language Processing,"detection, machine translation, natural language processing, nlp text, python programming, speech processing",3.62,3
COS-NLP-096,Named Entity Recognition Using Conditional Random Fields for Sequence Labeling,A project focused on named entity recognition using conditional random fields for sequence labeling,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","Transformers, SpaCy, TensorFlow, NLTK",Natural Language Processing,"entity, named, natural language processing, nlp ner, python programming, question answering",3.25,11
COS-NLP-097,BiLSTM-CRF Model for Sequence Labeling in Natural Language Processing,A project focused on bilstm-crf model for sequence labeling in natural language processing,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","Transformers, NLTK, TensorFlow, SpaCy, Python",Natural Language Processing,"bilstm, language modeling, model, natural language processing, nlp ner, python programming",3.71,8
COS-NLP-098,Information Extraction Framework from Unstructured Text and Document Analysis,A project focused on information extraction framework from unstructured text and document analysis,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","NLTK, Transformers, Python",Natural Language Processing,"extraction, information, information extraction, natural language processing, nlp ner, python programming",3.0,7
COS-NLP-099,Entity Linking System for Knowledge Base Integration and Semantic Resolution,A project focused on entity linking system for knowledge base integration and semantic resolution,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","NLTK, Transformers, Python, SpaCy, TensorFlow",Natural Language Processing,"entity, information extraction, linking, natural language processing, nlp ner, python programming",3.68,9
COS-NLP-100,Relation Extraction Model for Knowledge Graph Construction and Ontology Learning,A project focused on relation extraction model for knowledge graph construction and ontology learning,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","NLTK, Transformers, SpaCy",Natural Language Processing,"extraction, information extraction, natural language processing, nlp ner, python programming, relation",2.94,5
COS-NLP-101,Event Extraction Framework for Temporal Information and Timeline Generation,A project focused on event extraction framework for temporal information and timeline generation,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","Transformers, Python, NLTK, SpaCy, TensorFlow",Natural Language Processing,"event, extraction, information extraction, natural language processing, nlp ner, python programming",2.59,10
COS-NLP-102,Coreference Resolution System for Text Understanding and Anaphora Resolution,A project focused on coreference resolution system for text understanding and anaphora resolution,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","SpaCy, NLTK, TensorFlow, Python, Transformers",Natural Language Processing,"coreference, dialogue systems, natural language processing, nlp ner, python programming, resolution",2.72,9
COS-NLP-103,Semantic Role Labeling for Argument Extraction in Linguistic Analysis,A project focused on semantic role labeling for argument extraction in linguistic analysis,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","Python, TensorFlow, NLTK, Transformers",Natural Language Processing,"language modeling, natural language processing, nlp ner, python programming, role, semantic",2.82,3
COS-NLP-104,Dependency Parsing Framework for Syntactic Analysis and Grammatical Relations,A project focused on dependency parsing framework for syntactic analysis and grammatical relations,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","TensorFlow, NLTK, Python, SpaCy",Natural Language Processing,"dependency, language modeling, natural language processing, nlp ner, parsing, python programming",3.39,11
COS-NLP-105,Part-of-Speech Tagging Using Hidden Markov Models in Computational Linguistics,A project focused on part-of-speech tagging using hidden markov models in computational linguistics,NLP-NER,Computer Science,Medium,"Python, NLTK, SpaCy, Transformers, TensorFlow","TensorFlow, NLTK, Python, Transformers",Natural Language Processing,"information extraction, natural language processing, nlp ner, part, python programming, question answering",3.67,9
COS-NLP-106,Neural Machine Translation Framework for Multi-Language Support and Language Pairs,A project focused on neural machine translation framework for multi-language support and language pairs,NLP-MT,Computer Science,Medium,"Python, Transformers, PyTorch, TensorFlow","Transformers, Python, TensorFlow, PyTorch",Natural Language Processing,"dialogue systems, language modeling, machine, neural, nlp mt, python programming",3.6,8
