student_id,department,year_level,gpa,avg_cs_grade,programming_languages,frameworks_tools,interests,preferred_difficulty,past_projects,num_past_projects,past_project_grades
STU-0349,Computer Science,4,2.29,2.32,Python,"PyTorch, Pandas, Git, Surprise","recommendation systems, generative ai",Easy,Active Learning System for Efficient Data Annotation and Labeling; Variational Autoencoder for Generative Data Modeling and Representation Learning; Mixture of Experts Architecture for Sparse Gating; Hierarchical Time Series Forecasting for Multi-Level Predictions; Quantum Annealing Application for Optimization; Multiple Linear Regression for Traffic Flow Estimation in Urban Transportation,6,2.51; 2.45; 2.24; 2.52; 2.21; 2.71
STU-0350,Cybersecurity,4,3.16,3.18,"Assembly, C, Linux, Python","Wireshark, Linux, IDA Pro, PEfile","malware analysis, IoT security",Medium,Water Quality Monitor for Quality Assessment; Cyber Kill Chain Analysis System for Attack Pattern Identification; Audit Trail Generation for Regulatory Evidence; Cloud Intrusion Detection for Cloud Network Monitoring,4,3.6; 2.7; 2.69; 3.12
STU-0351,Computer Science,3,3.11,3.67,Python,"PyTorch, CUDA, Git, NumPy, Docker, Diffusers, Jupyter","deep learning, generative ai, computer vision",Medium,Deep Learning Framework for Image Recognition and Visual Feature Extraction; Market Basket Analysis for Association Rules Mining in Retail Analytics,2,2.8; 3.14
STU-0352,Software Engineering,4,3.5,3.37,"HTML, CSS, JavaScript","Webpack, Git, React, Selenium, Django, Docker, CI/CD, NPM","web development, testing",Hard,Statistical Anomaly Detection Framework for Cybersecurity Applications,1,4.08
STU-0353,Information Systems,3,3.58,3.66,"Java, SQL, Python","Excel, Pandas, Tableau, Visualization Tools","supply chain, business intelligence",Easy,Moving Average Filtering System for Noise Reduction; Moving Average Filtering System for Noise Reduction,2,3.66; 3.94
STU-0354,Computer Science,3,2.58,2.54,"R, Python","CUDA, Pandas, Git, Scikit-learn, NumPy","data mining, neural networks, natural language processing",Easy,Spatial Transcriptomics Analysis Framework; Gene Annotation Pipeline; Attention-Based Translation Model for Sequence Alignment in Neural Networks,3,3.56; 2.32; 2.17
STU-0355,Computer Science,4,3.1,3.68,"Java, C++, Python","PyTorch, Git, NumPy, OpenAI Gym, Docker","reinforcement learning, algorithms, deep learning",Medium,Statistical Visualization Toolkit for Distributional Analysis; Terrain Analysis Framework; Neural Network Architecture for Multi-layer Classification Using Deep Learning,3,2.89; 3.45; 3.26
STU-0356,Information Technology,3,3.32,3.24,"C++, C, Bash, Python","Kubernetes, TensorFlow Lite, Docker, Linux, ONNX Runtime","edge computing, storage systems",Medium,Industrial Equipment Monitoring for Predictive Maintenance; Waste Management System for Waste Tracking; Distributed IoT Intrusion Detection for Sensor Networks; Leak Detection System for Network Monitoring; Green IT Certification Tracking; Livestock Tracking System for Animal Tracking,6,2.92; 3.23; 3.04; 3.09; 3.82; 3.63
STU-0357,Information Systems,3,3.43,2.9,"Java, SQL, JavaScript, Python","Excel, React, Activiti, Cloud Platforms, Camunda","business process management, e-government",Easy,Master Data Management Platform for Data Consistency; Production Scheduling Optimization Framework,2,3.21; 3.88
STU-0358,Software Engineering,3,2.91,2.81,"Java, JavaScript, Python","Git, Pytest, Jest, Selenium, Django, Docker","testing, e-commerce",Easy,Regression Testing Suite for Change Validation; Debugger Implementation for Dynamic Analysis; Collision Detection Algorithm for Object Interaction,3,3.01; 3.3; 3.7
STU-0359,Information Systems,4,3.55,3.65,"Java, SQL, Python","Visualization Tools, Excel, Activiti, Camunda","business process management, supply chain, data analytics",Hard,Price Elasticity Model for Pricing Strategy; Product Performance Analytics for Portfolio Optimization,2,4.48; 3.5
STU-0360,Information Technology,3,3.91,3.64,"C, Bash, Python","Energy Monitoring, Cloud Platforms, Netmiko, Docker, Scapy, Monitoring Tools","networking, green IT, cloud infrastructure",Easy,Wireless Network Optimization for Coverage and Performance; Quality of Service (QoS) Management System for Network Prioritization,2,4.04; 3.61
STU-0361,Information Systems,4,3.08,2.96,"Java, SQL, Python","Excel, Activiti, Tableau, Salesforce, CRM Platforms","business process management, customer relationship management",Easy,Public Finance Transparency Dashboard,1,3.18
STU-0362,Information Systems,4,5.0,4.99,"SQL, Python","Excel, Apache Atlas, Tableau, Metadata Tools, Collibra, Oracle ERP","data governance, enterprise resource planning",Medium,Sales Forecasting Model with Confidence Intervals,1,4.83
STU-0363,Cybersecurity,4,2.89,2.81,"Bash, Linux, Python","Burp Suite, AWS, Requests, Wireshark, Scapy","penetration testing, cloud security, cryptography",Medium,Automated Penetration Testing Framework for Security Assessment; GDPR Compliance Automation Framework; Single Sign-On Implementation for Centralized Authentication; Behavioral Analysis Engine for Suspicious Activity Detection; Attack Surface Analysis Tool for Vulnerability Exposure Assessment,5,3.38; 3.47; 2.69; 2.53; 3.25
STU-0364,Computer Science,3,3.06,3.03,"C++, Python","Git, Graph-tool, OpenAI Gym, Docker, Neo4j, Stable Baselines, NetworkX","graph algorithms, reinforcement learning",Medium,YOLO Architecture for Real-Time Object Detection in Video Processing; Digital Twin Technology for Industrial IoT Monitoring; Spike-Timing-Dependent Plasticity Learning Rule Implementation,3,2.69; 2.38; 2.57
STU-0365,Cybersecurity,3,3.04,3.06,"C, Linux, Python","MISP, Wireshark, Linux, Modbus, SCADA, Nmap, Metasploit","operational technology security, threat intelligence",Easy,Session Management System for Secure User Authentication; System Call Hooking Framework for Behavioral Analysis,2,2.63; 3.15
STU-0366,Computer Science,4,3.5,3.29,"R, Python","PyTorch, Git, OpenAI Gym, Docker, Jupyter","reinforcement learning, machine learning, algorithms",Medium,ARIMA Model for Time Series Forecasting Applications in Economic Analysis; Gradient Boosting Framework for Predictive Analytics in Business Intelligence; MongoDB Application Development for Document-Based Storage,3,3.65; 3.16; 3.55
STU-0367,Software Engineering,3,2.18,2.42,"Python, CSS, HTML, JavaScript, PHP","Webpack, Git, React, Django, Shopify, Vue.js, Docker","web development, e-commerce, mobile development",Easy,User Persona Development Tool; Background Job Scheduling for Periodic Tasks,2,2.44; 3.63
STU-0368,Cybersecurity,4,2.29,1.89,"C, Linux, Python","Elasticsearch, MISP, Wireshark, Modbus","threat intelligence, operational technology security, penetration testing",Medium,Passwordless Authentication Framework; Compliance Report Generator for Regulatory Reporting; Secrets Detection and Remediation System; Real-Time Packet Analysis System for Network Security and Threat Detection; Privacy Impact Assessment Framework for Systems,5,1.96; 2.12; 2.35; 1.76; 2.22
STU-0369,Information Technology,4,2.55,3.03,"C++, Bash, Python","Kubernetes, TensorFlow Lite, Docker, Linux, ONNX Runtime","edge computing, monitoring, IoT",Easy,Database Statistics Collection and Management; Compliance Monitoring System for Regulatory Adherence; Soil Health Monitor for Agricultural Analysis,3,2.33; 2.34; 2.74
STU-0370,Cybersecurity,3,3.21,3.42,"Java, Linux, Python","Kubernetes, Keycloak, Azure SDK, Wireshark, Boto3","cloud security, access control, threat intelligence",Medium,User Authentication System for Access Control and Identity Verification; Input Validation Framework for SQL Injection and XSS Prevention; System Call Hooking Framework for Behavioral Analysis,3,3.53; 3.16; 3.01
STU-0371,Cybersecurity,4,3.47,3.38,"C, Linux, Python","Wireshark, Modbus, Scapy, Linux, Embedded Systems, SCADA, Nmap, MQTT","operational technology security, IoT security, cloud security",Medium,Vulnerability Prediction Model Using Machine Learning; SOC 2 Compliance Assessment Platform,2,3.41; 3.92
STU-0372,Software Engineering,4,3.66,3.81,"Java, Go, JavaScript, Python","Kubernetes, Git, Spring Boot, SAP, RabbitMQ, Docker, VS Code","microservices, enterprise systems",Hard,Developer Self-Service Portal Development; Internal Developer Platform (IDP) Implementation; Workbox Library Implementation for Caching; Newsletter Platform for Email Newsletters,4,3.5; 3.27; 3.77; 3.23
STU-0373,Cybersecurity,3,4.16,4.05,"C, Linux, Python","Wireshark, Modbus, Cryptography, Anonymization Tools, DNP3","operational technology security, privacy",Easy,Network Anomaly Detection Using Statistical Methods; Process Safety Analysis Framework,2,5.0; 4.38
STU-0374,Information Systems,4,2.67,2.88,"SQL, JavaScript, R, Python","Excel, Pandas, React, Tableau, SQL","decision support, retail systems",Easy,Job Shop Scheduling Algorithm for Resource Allocation; Ticketing System Implementation for Issue Management; Compliance Monitoring System for Regulatory Adherence,3,2.89; 3.19; 2.91
STU-0375,Computer Science,3,2.51,2.72,"R, Python","PyTorch, CUDA, Pandas, Git","generative ai, bioinformatics",Easy,Variational Autoencoder for Generative Data Modeling and Representation Learning; Self-Attention Clustering Network for Unsupervised Segmentation; Text Normalizer for String Standardization; Denoising Autoencoder for Image Reconstruction and Noise Reduction,4,2.84; 2.66; 2.73; 2.95
STU-0376,Information Systems,4,4.08,4.1,"Java, SQL, JavaScript","Excel, Activiti, Tableau, Salesforce, Dynamics CRM","customer relationship management, business process management",Medium,Retail Point of Sale (POS) System Implementation,1,4.21
STU-0377,Cybersecurity,4,3.17,3.2,"Bash, Linux, Python","Kubernetes, Azure SDK, Terraform, Wireshark, Splunk, Boto3","cloud security, incident response, AI security",Easy,Cyber Threat Intelligence Extraction System; Control System Firmware Analysis Tool; Cyber Threat Intelligence Extraction System; Telecommunications Infrastructure Protection,4,3.62; 2.67; 3.33; 2.71
STU-0378,Cybersecurity,4,3.36,3.58,"SQL, Linux, Python","Excel, Pandas, Reporting, EnCase, Wireshark, Autopsy, Volatility","compliance, digital forensics",Medium,ISO 27001 Compliance Mapping Framework; Vulnerability Prediction Model Using Machine Learning,2,3.54; 3.01
STU-0379,Software Engineering,3,3.61,3.35,"Python, C#, JavaScript, C++","Webpack, Git, React, Unreal Engine, Docker","game development, progressive web apps, API development",Medium,Augmented Reality Application for AR Development; Phone Call Integration for VoIP Integration; Microservices Architecture Design for Scalable Applications,3,3.2; 4.01; 3.77
STU-0380,Computer Science,4,2.89,2.98,"R, Python","PyTorch, Pandas, Git, Docker","machine learning, data mining, generative ai",Medium,Probabilistic Forecasting Model with Uncertainty Quantification; Ensemble Anomaly Detection for Network Intrusions and Cybersecurity Applications; Price Elasticity Model for Pricing Strategy; Indoor Positioning System; Log Parsing and Analysis Tool for Log Mining,5,3.13; 3.0; 2.61; 2.86; 3.19
STU-0381,Cybersecurity,4,3.67,3.75,"Linux, Python","PyTorch, Elasticsearch, MISP, Wireshark, Linux, OpenCTI","threat intelligence, AI security, privacy",Hard,Attack Surface Analysis Tool for Vulnerability Exposure Assessment; Behavioral Analytics Engine Using Machine Learning; Ensemble Anomaly Detection for Network Intrusions and Attack Detection,3,3.32; 3.37; 3.69
STU-0382,Information Technology,3,3.33,4.02,"Bash, Python","Terraform, GCP, Ansible, Docker, Puppet, Windows Server, CloudFormation","system administration, cloud infrastructure, IoT",Medium,Radiotherapy Planning Optimization System for Dose Calculation; Real-Time Data Synchronization Framework; Microgrid Controller for Distributed Energy; Cloud Resource Tagging and Governance,4,3.82; 3.78; 3.03; 3.97
STU-0383,Software Engineering,4,2.43,2.31,"Python, C++, JavaScript, SQL","Git, PostgreSQL, Unreal Engine, Redis","database design, game development",Medium,Page Load Performance Optimization Tool; Moderation System for Content Moderation; Blue-Green Deployment Strategy for Zero-Downtime Releases,3,2.96; 2.25; 2.27
STU-0384,Cybersecurity,3,3.12,3.57,"SQL, C, Linux, Python","Snort, Excel, Pandas, Reporting, Wireshark, Scapy","compliance, network security",Medium,t-Closeness Framework for Attribute Privacy; HIPAA Compliance Checking System for Healthcare Data; Account Takeover Detection System for Identity Theft Prevention; Behavioral Analytics Engine Using Machine Learning; Breach Prediction Model for Risk Assessment,5,3.04; 3.31; 3.73; 3.07; 3.41
STU-0385,Information Technology,3,2.91,3.19,"Bash, Python","Kubernetes, Hyper-V, Energy Monitoring, KVM, Docker, Linux","virtualization, green IT, storage systems",Medium,Message Ordering and Sequencing Framework; IT Equipment Energy Audit Tool; Infrastructure Provisioning Automation Framework,3,2.74; 3.08; 3.18
STU-0386,Cybersecurity,4,2.38,2.28,"SQL, Bash, Linux, Python","Excel, Burp Suite, Requests, Wireshark","penetration testing, compliance",Medium,Polymorphic Malware Classification Using Machine Learning Techniques,1,2.43
STU-0387,Software Engineering,3,1.96,1.8,"Python, Java, Kotlin, Dart, Swift, JavaScript","Android SDK, iOS SDK, Git, Pytest","mobile development, testing",Medium,Data Masking Tool for Sensitive Data Protection; Real-Time Data Synchronization Framework; Calculator Application for Mathematical Operations; Dead Letter Queue for Failed Messages,4,1.79; 1.38; 1.56; 1.52
STU-0388,Information Technology,3,3.04,2.73,"C++, C, Bash","Sensors, Ansible, Docker, Puppet, Windows Server, Arduino","system administration, IoT",Medium,Cooling Water Efficiency Framework; Sustainability Tracker for Carbon Tracking; Digital Twin Technology for Industrial IoT Monitoring; Incident Management System for Incident Response; Cloud Service Cost Optimization System,5,3.31; 3.24; 3.04; 2.66; 2.96
STU-0389,Information Systems,3,3.2,2.89,"Java, SQL, JavaScript","Excel, React, NumPy, Tableau","retail systems, data analytics",Medium,Data Quality Framework for Data Governance; Transportation Planning Framework; Urban Planning and Zoning Management,3,2.98; 3.48; 2.51
STU-0390,Information Technology,4,2.34,2.04,"C, Bash, Python","Ansible, Azure Blob, Docker, Puppet, Linux, AWS S3, Monitoring Tools","storage systems, system administration, networking",Easy,Wireless Network Optimization for Coverage and Performance; Sustainability Metrics Dashboard,2,2.5; 1.76
STU-0391,Cybersecurity,4,1.87,1.55,"Bash, Linux, Python","Azure SDK, Terraform, SOAR, Wireshark, Splunk","incident response, cloud security",Easy,Cloud Intrusion Detection for Cloud Network Monitoring; Threat Classification System for Threat Categorization; Patch Deployment Automation System; Refund Fraud Prevention System for Business Protection; Threat Hunting Framework for Proactive Threat Detection,5,1.8; 1.64; 1.31; 1.83; 2.13
STU-0392,Information Systems,4,2.96,3.46,"Python, Java, SQL, JavaScript, R","Excel, Pandas, Scikit-learn, Tableau, Salesforce, CRM Platforms, Dynamics CRM","customer relationship management, decision support, business process management",Easy,Environmental Monitoring and Planning; Asset Management System Implementation for Resource Tracking,2,2.61; 3.12
STU-0393,Information Systems,3,2.65,2.27,"Java, Python, JavaScript","Excel, React, SAP, Tableau, Oracle ERP","enterprise resource planning, retail systems, data warehouse",Medium,Basket Analysis for Market Basket Optimization; Manufacturing Execution System (MES) Implementation,2,3.23; 3.23
STU-0394,Cybersecurity,3,3.12,3.24,"C, Linux, Python","Kubernetes, Terraform, Wireshark, Modbus, Linux","operational technology security, cloud security",Medium,Container Resource Limit Enforcement; Multi-Cloud Deployment Strategy Framework; Multi-Cloud Deployment Strategy Framework; Encryption Key Rotation System for Key Management; Attribute-Based Access Control (ABAC) System; Behavioral Analysis Engine for Suspicious Activity Detection,6,2.75; 3.43; 2.7; 2.8; 3.37; 4.06
STU-0395,Information Systems,4,2.76,2.72,"Python, Java, SQL","Excel, Pandas, React, Spring Boot, Cloud Platforms","e-government, data analytics, enterprise resource planning",Medium,Geographic Information System Visualization for Mapping; Market Segmentation Analysis for Customer Analysis; Customer Satisfaction Prediction Model Using Survey Data,3,2.85; 2.52; 2.59
STU-0396,Software Engineering,4,2.83,2.68,"Python, C#, CSS, HTML","Kubernetes, Webpack, Git, React, Django, SAP","web development, enterprise systems, software architecture",Easy,Strategy Pattern for Algorithm Selection; Comment Threading for Hierarchical Comments; Like/Reaction System for Engagement,3,3.34; 2.68; 2.91
STU-0397,Cybersecurity,4,2.48,2.89,"C, Linux, Python","Kubernetes, Azure SDK, Terraform, AWS, TCPDump, Wireshark, Docker","cloud security, network security",Easy,Machine Learning-Based Network Traffic Classification for Protocol Identification,1,2.51
STU-0398,Cybersecurity,4,2.8,2.79,"Linux, Python","FTK, EnCase, Wireshark, Autopsy, Volatility","digital forensics, cryptography, IoT security",Easy,Timeline Analysis Tool for Digital Investigation; Edge Data Processing for Local Analytics; Disk Forensics Framework for Hard Drive Analysis; Polymorphic Malware Classification Using Machine Learning Techniques,4,2.13; 2.76; 2.76; 3.31
STU-0399,Information Systems,3,2.6,2.98,"Java, SQL, Python","Excel, Pandas, Activiti, Scikit-learn, Tableau, SQL, BPMN","business process management, decision support, data governance",Easy,Customer Journey Mapping Framework for Experience Analysis; Financial Dashboard for Executive Reporting; Learning and Development ROI Analysis Framework,3,2.78; 3.25; 2.47
STU-0400,Computer Science,3,2.57,2.36,Python,"PyTorch, Git, Linux, Cirq, Qiskit","quantum computing, natural language processing",Easy,Quantum Algorithm Development Framework; Quantum Machine Learning Application; Quantum Optimization Algorithm for Problem Solving; Prediction of Student Academic Performance Using Machine Learning Ensemble Methods,4,2.5; 2.56; 2.7; 3.24
STU-0401,Computer Science,3,3.25,3.83,Python,"Git, Linux, Cirq, Qiskit, Jupyter, PennyLane","quantum computing, generative ai, neural networks",Medium,Mean-Shift Clustering for Image Segmentation and Visual Pattern Recognition; Survival Analysis Model for Predictive Maintenance and Risk Assessment,2,2.89; 3.64
STU-0402,Information Technology,3,2.84,2.68,"C, Bash, Python","Ansible, Scapy, Windows Server, Netmiko","system administration, networking",Medium,Software Defined Networking (SDN) Controller Implementation; Software Defined Networking (SDN) Controller Implementation; Patch Management System for Security Updates; Master-Slave Replication Management; Smart Grid Energy Management for Utility Optimization; Resource Optimization for Data Centers,6,3.32; 2.29; 2.96; 2.43; 1.95; 3.26
STU-0403,Computer Science,3,3.05,3.02,"C++, R, Python","PyTorch, Pandas, Git, Graph-tool","machine learning, graph algorithms, neural networks",Medium,Format Normalization for Data Uniformity; Restaurant and Food Service Management,2,3.48; 3.9
STU-0404,Computer Science,3,2.87,2.5,"C++, Python","PyTorch, CUDA, Git, Linux, Docker, Jupyter, OpenCV","computer vision, deep learning, data mining",Medium,Optical Flow Estimation Algorithm; Graph Attention Network for Adaptive Node Importance; Knowledge Distillation Framework for Model Compression,3,2.36; 2.91; 2.74
STU-0405,Computer Science,4,3.07,2.95,Python,"PyTorch, Git, NumPy, OpenAI Gym, Jupyter","reinforcement learning, deep learning, optimization",Medium,Knowledge Graph Integration for Semantic Recommendations; Scene Change Detection Framework,2,3.5; 3.11
STU-0406,Software Engineering,4,2.56,2.77,"HTML, CSS, JavaScript, Python","Webpack, Git, React, Django","web development, cloud computing, testing",Easy,Stress Testing Framework for System Reliability; Stress Testing Framework for System Reliability; API Versioning Strategy Implementation for Backward Compatibility; Telemedicine Platform for Remote Healthcare,4,3.01; 2.52; 2.72; 1.82
STU-0407,Information Systems,4,3.34,3.2,"SQL, R, Python","Excel, Pandas, NumPy, Tableau, ETL Tools","data analytics, data warehouse",Easy,Profitability Analysis System for Financial Performance,1,2.55
STU-0408,Cybersecurity,3,4.64,4.59,"Linux, Python","Git, Elasticsearch, MISP, Wireshark, Linux","threat intelligence, cryptography",Easy,User Authentication System for Access Control and Identity Verification; Security Compliance Automation Platform; Cyber Kill Chain Analysis System for Attack Pattern Identification; Breach Prediction Model for Risk Assessment,4,4.56; 4.29; 4.63; 4.58
STU-0409,Cybersecurity,4,3.24,3.51,"Assembly, C, Linux, Python","Wireshark, Linux, IDA Pro, PEfile, DNP3","malware analysis, operational technology security",Medium,Social Engineering Assessment Platform for Human Risk Analysis; Key Recovery Algorithm for Cryptographic Analysis; Anti-Analysis Evasion Detection System; Local Outlier Factor Algorithm for Point Anomalies in Density Analysis; Vulnerability Scanning Engine for Continuous Security Monitoring; Data Anonymization Framework for Privacy Protection,6,3.28; 2.99; 3.29; 3.47; 3.36; 2.76
STU-0410,Information Technology,4,2.64,2.43,"Go, C, Bash, Python","GCP, Azure Blob, Docker, Linux, Ceph","storage systems, cloud infrastructure",Easy,Update Deployment System for Patch Updates,1,2.24
STU-0411,Information Systems,4,1.09,1.24,"SQL, R, Python","Excel, Pandas, NumPy, Tableau","data analytics, data warehouse",Easy,Government Budget Planning and Execution; Quality Control Automation Framework; Supply Chain Planning Optimization System,3,1.46; 1.41; 1.0
STU-0412,Cybersecurity,4,3.54,3.16,"C, Bash, Linux, Python","Git, SIEM, Wireshark, Linux, PyCryptodome","cryptography, incident response",Medium,Automated Incident Response Orchestration; Ensemble Anomaly Detection for Network Intrusions and Attack Detection; File System Analysis Tool for Evidence Recovery; Emergency Response Coordination System; Cloud Forensics Investigation System for Cloud Artifacts,5,3.69; 3.46; 3.37; 3.76; 3.44
STU-0413,Information Systems,4,3.06,3.53,"SQL, JavaScript, Python","Excel, Apache Atlas, Tableau, Salesforce, Dynamics CRM","data governance, customer relationship management, decision support",Medium,Market Trend Analysis Framework for Opportunity Identification; Organizational Network Analysis for Collaboration Mapping; Cost Variance Analysis Framework for Budget Monitoring,3,3.87; 3.76; 3.14
STU-0414,Software Engineering,4,2.63,2.51,"CSS, HTML, JavaScript, Python","Git, React, Vue.js, Docker, Figma, VS Code, Workbox","UI/UX design, progressive web apps",Easy,Event-Driven Architecture Implementation for Reactive Systems; Webhook Handler for Webhook Processing; Security Policy Enforcement Framework for Development,3,3.04; 2.82; 2.34
STU-0415,Information Systems,3,2.42,2.47,"SQL, R, Python","Excel, Pandas, Scikit-learn, Tableau, SQL, Oracle ERP","decision support, enterprise resource planning",Easy,Reward Points Calculation and Redemption,1,2.17
STU-0416,Software Engineering,4,3.17,2.78,"Python, Java, C#, CSS, HTML","Kubernetes, Webpack, Git, React, Django","software architecture, progressive web apps, testing",Medium,Insurance Management System for Insurance Administration; Factory Pattern Framework for Object Creation; API Gateway Development for Service Integration,3,2.86; 2.83; 2.89
STU-0417,Information Systems,3,2.99,2.59,"Java, SQL, JavaScript","Excel, React, Spring Boot, Cloud Platforms, Tableau, Docker, SQL","e-government, retail systems, healthcare systems",Easy,Customer Propensity Modeling for Predictive Marketing,1,3.19
STU-0418,Information Technology,4,2.15,2.28,"Go, Bash, Python","Prometheus, Docker, Linux, Ceph, Nagios","monitoring, storage systems, infrastructure automation",Easy,Network Traffic Analysis for OT Systems; Hybrid Cloud Infrastructure Design for On-Premise Integration,2,2.71; 2.0
STU-0419,Information Systems,3,2.56,2.46,"Java, SQL, JavaScript, Python","Excel, React, Spring Boot, Cloud Platforms, Tableau, Docker, SQL Server","e-government, business intelligence, business process management",Medium,RFM Segmentation Framework for Customer Valuation; Spatial Transcriptomics Analysis Framework; Vendor Management System with Performance Metrics,3,2.63; 2.33; 2.86
STU-0420,Information Technology,4,3.18,3.24,"C, Bash, Python","Kubernetes, Hyper-V, KVM, Netmiko","networking, virtualization",Medium,Cloud Networking Architecture for Secure Communication; Developer Experience Measurement Framework; Kubernetes Networking Policy Implementation; Infrastructure Rollback Automation for Failed Deployments,4,3.41; 3.26; 2.55; 3.95
STU-0421,Information Systems,4,3.63,3.9,"SQL, Python","Excel, Pandas, Apache Atlas, Tableau, Metadata Tools, Collibra","data governance, business intelligence, customer relationship management",Medium,Spreadsheet Application for Data Analysis; Chart Generator for Visual Analytics,2,3.49; 3.94
STU-0422,Cybersecurity,3,2.17,2.38,"SQL, Linux, Python","Excel, Pandas, Azure SDK, AWS","compliance, cloud security, malware analysis",Easy,Adversarial Attack Detection for AI Models; Insurance Claim Fraud Detection Model Using Anomaly Analysis; Robust Principal Component Analysis for Anomaly Identification,3,2.06; 2.72; 2.61
STU-0423,Software Engineering,3,2.24,2.5,"Go, JavaScript, Python","Kubernetes, Terraform, React, Git, GCP, AWS","cloud computing, e-commerce",Easy,User Grouping for Group Management; Encryption Key Management System for Key Security; API Integration Layer for API Management,3,1.78; 2.8; 2.55
STU-0424,Information Technology,3,2.99,3.33,"Go, C++, Bash","Kubernetes, Helm, Podman, TensorFlow Lite, Docker, Linux, ONNX Runtime, Edge Devices","containerization, edge computing, virtualization",Easy,Container Orchestration Platform for Docker Services; Soil Health Monitor for Agricultural Analysis; Wearable Device Framework for Health and Fitness Tracking,3,2.93; 2.89; 3.08
STU-0425,Software Engineering,3,2.77,2.97,"Java, Go, JavaScript, Python","Postman, Swagger, Git, Flask, Docker, JUnit","API development, testing",Easy,Process Safety Analysis Framework; API Integration Layer for API Management,2,2.87; 2.53
STU-0426,Information Systems,4,3.03,3.02,"Java, SQL, Python","Excel, FHIR, HL7, Healthcare Platforms, Airflow, Tableau, Docker, BigQuery","healthcare systems, data warehouse, retail systems",Easy,Fact Table Design for Efficient Analytical Queries; Inventory Optimization Algorithm with Safety Stock; Expense Report System for Employee Reimbursement,3,3.21; 2.58; 2.86
STU-0427,Computer Science,4,4.44,5.0,"C++, Python","Git, OR-Tools, NumPy, Linux, Cirq","optimization, quantum computing, natural language processing",Hard,Fashion Trend Analysis System; Hospitality Management System,2,4.51; 4.67
STU-0428,Information Systems,3,2.75,2.85,"Java, SQL, Python","Excel, FHIR, HL7, Healthcare Platforms, Tableau, Docker","healthcare systems, data warehouse",Easy,Product Performance Analytics for Portfolio Optimization; Inventory Optimization for Stock Levels,2,2.77; 2.77
STU-0429,Information Systems,4,3.3,3.12,"Java, SQL, JavaScript","Excel, React, Tableau, Node.js, Collibra","retail systems, data governance",Easy,Feedback Management Platform for Opinion Collection; Data Warehouse Performance Tuning for Scalability; Product Performance Analytics for Portfolio Optimization,3,2.56; 3.44; 2.98
STU-0430,Information Systems,4,3.35,3.66,"Java, SQL, R, Python","Excel, Pandas, NumPy, SAP, Tableau, Jupyter","data analytics, enterprise resource planning",Medium,Geographic Information System Visualization for Mapping; Customer Communication History Tracking for Relationship Management,2,3.07; 3.3
STU-0431,Information Technology,4,5.0,5.0,"Go, Bash, Python","Kubernetes, Terraform, GCP, AWS","cloud infrastructure, green IT, monitoring",Medium,Process Baseline Learning Algorithm; Change Control System for Change Management; Multi-Tenant Cloud Application Architecture for SaaS Platforms,3,5.0; 5.0; 4.63
STU-0432,Information Technology,3,3.74,3.77,"Go, C, Bash","Prometheus, Docker, Arduino, Raspberry Pi","monitoring, IoT",Medium,Metrics Collection and Aggregation Framework,1,4.0
STU-0433,Information Technology,4,2.97,3.37,"C++, Bash, Python","Kubernetes, TensorFlow Lite, Docker, Windows Server, ONNX Runtime, Linux, Edge Devices","edge computing, system administration",Medium,Green Computing Policy Implementation; Edge AI Inference Framework for On-Device ML; Data Integration Platform for Multi-Source Systems; Configuration Management for System Configuration,4,2.72; 3.19; 3.39; 3.0
STU-0434,Computer Science,3,3.62,3.8,Python,"PyTorch, CUDA, Git, Diffusers, Neo4j","generative ai, graph algorithms",Medium,Quantum Simulation Framework for Physical Simulation; Point Location Problem Solver for Spatial Queries; Photonic Neural Network Implementation; Seasonal Time Series Decomposition Framework for Trend Analysis,4,4.21; 3.35; 3.39; 3.61
STU-0435,Software Engineering,4,2.76,3.4,"Python, Java, Go, C#, JavaScript","Kubernetes, Swagger, Git, Spring Boot, SAP, Flask","enterprise systems, API development",Easy,Voice Chat System for Audio Communication; Click Stream Analysis Framework; Calculator Application for Mathematical Operations,3,2.27; 2.56; 3.94
STU-0436,Computer Science,4,2.67,2.96,"C++, Python","PyTorch, CUDA, Git, OpenCV, Keras","computer vision, generative ai",Medium,Multi-Task Learning for Joint Segmentation and Related Vision Tasks; Density-Based Spatial Clustering for Geographic Data and Location Analytics; Machine Comprehension Model for Reading Passages and Extract-Based QA,3,3.3; 2.41; 2.09
STU-0437,Software Engineering,3,3.27,3.43,"HTML, CSS, JavaScript, Python","Webpack, Git, React, Django, Vue.js, Figma","web development, UI/UX design",Medium,Code Coverage Analysis Framework for Test Coverage Metrics; Email Client for Email Management,2,2.78; 3.26
STU-0438,Computer Science,4,4.1,4.0,"Java, Python","PyTorch, Git, NumPy, SpaCy, Linux, NLTK","natural language processing, algorithms",Hard,Demand Forecasting Model for Inventory Planning; Constraint Satisfaction Problem Solver Using Backtracking; Dependency Parsing Framework for Syntactic Analysis and Grammatical Relations; Protein Structure Prediction Network,4,3.9; 3.88; 4.62; 4.0
STU-0439,Software Engineering,4,2.68,2.12,"CSS, HTML, JavaScript, Python","Webpack, React, Git, Vue.js, Figma","UI/UX design, web development, software architecture",Easy,Lock-Free Data Structure Implementation; Message Broker for Message Queueing; Behavior-Driven Development (BDD) Framework Implementation; API Gateway Development for Service Integration,4,2.83; 2.7; 2.42; 2.29
